Category,Subcategory,Location,Manufacturer Name,Manufacturer Part Number,Item Description,UOM,Price,Volume,
PTB-Pet,Bearings,Cowelton,DODGE-RELIANCE,F2BSC103,F2BSC103   FLG                    1242 HI-VOL BALL BRG.MTD.UNITS,EA, 39.15 , 7 ,
PTB-Pet,Bearings,Cowelton,DODGE-RELIANCE,FBSC107,FBSC107         3-BOLT FLG        1244 OTHER BALL BRG.MTD.UNITS,EA, 53.00 , 5 ,
PTB-Pet,Bearings,Cowelton,DODGE-RELIANCE,INSSCM215,INSSCM215    BALL BRG & SETSCREW  1233 BALL BRGS.INSERTS,EA, 109.54 , 2 ,
PTB-Pet,Bearings,Cowelton,DODGE-RELIANCE,NSTUSCM107,NSTUSCM107  TAKEUP BRG            1351 OTHER BALL BRG.MTD.UNITS,EA, 61.70 , 3 ,
PTB-Pet,Bearings,Cowelton,DODGE-RELIANCE,F4BSC103,F4BSC103   FLG      124205 HI-VOL BALL BRG.MTD.UNITS,EA, 36.96 , 4 ,
PTB-Pet,Bearings,Cowelton,DODGE-RELIANCE,F4BE115R,F4BE115R  FLG BRG                 0231 HI-VOL ROL.BRG.MTD.UNITS,EA, 145.42 , 1 ,
PTB-Pet,Bearings,Cowelton,DODGE-RELIANCE,F2B-GTEZ-100-SHCR   129357,F2B-GTEZ-100-SHCR 2 BOLT FLG   129357 OTHER BALL BRG.MTD.UNITS,EA, 120.47 , 1 ,
PTB-Pet,Bearings,Cowelton,DODGE-RELIANCE,LFTSC104S,LFTSC104S  2B FLG                 1246 OTHER BALL BRG.MTD.UNITS,EA, 23.65 , 5 ,
PTB-Pet,Bearings,Cowelton,DODGE-RELIANCE,F4B-DL-60M,F4B-DL-60M  FLG OTHER BALL BRG.MTD.UNITS,EA, 112.94 , 1 ,
PTB-Pet,Bearings,Cowelton,DODGE-RELIANCE,P2BSC115,P2BSC115  PIL BLK  123818 HI-VOL BALL BRG.MTD.UNITS,EA, 81.18 , 1 ,
PTB-Pet,Bearings,Cowelton,DODGE-RELIANCE,WSTUSC107,WSTUSC107  TAKEUP BRG             1251 OTHER BALL BRG.MTD.UNITS,EA, 66.37 , 1 ,
PTB-Pet,Bearings,Cowelton,DODGE-RELIANCE,P2BSC111,P2BSC111  PIL BLK                 1238 HI-VOL BALL BRG.MTD.UNITS,EA, 64.80 , 1 ,
PTB-Pet,Bearings,Cowelton,FAG,6002.2RSR.C3,6002.2RSR.C3 BRG POPULAR 200&300 SER B.BRG,EA, 10.73 , 272 ,
PTB-Pet,Bearings,Cowelton,FAG,6209.2RSR.C3,6209.2RSR.C3     BRG POPULAR 200&300 SER B.BRG,EA, 28.98 , 54 ,
PTB-Pet,Bearings,Cowelton,FAG,6312.C3.N13BA (PAIR),6312.C3.N13BA (PAIR) SRDG BALL BRGS,PR, 155.27 , 4 ,
PTB-Pet,Bearings,Cowelton,FAG,6206.2RSR.C3,6206.2RSR.C3     BRG POPULAR 200&300 SER B.BRG,EA, 11.38 , 47 ,
PTB-Pet,Bearings,Cowelton,FAG,6005.2RSR.C3,6005.2RSR.C3 BRG POPULAR 200&300 SER B.BRG,EA, 18.07 , 27 ,
PTB-Pet,Bearings,Cowelton,FAG,NU208E.M1,"NU208E.M1 BRG N,NU,NJ CLASS CYLINDRICAL",EA, 117.41 , 4 ,
PTB-Pet,Bearings,Cowelton,FAG,6004.2RSR.C3,6004.2RSR.C3 BRG POPULAR 200&300 SER B.BRG,EA, 15.47 , 19 ,
PTB-Pet,Bearings,Cowelton,FAG,6204.2RSR.C3,6204.2RSR.C3     BRG POPULAR 200&300 SER B.BRG,EA, 7.41 , 34 ,
PTB-Pet,Bearings,Cowelton,FAG,2207.2RS.TV,2207.2RS.TV  BRG SELF-ALIGNING BALL BRGS,EA, 91.04 , 2 ,
PTB-Pet,Bearings,Cowelton,FAG,N311E.M1.C3,"N311E.M1.C3 N,NU,NJ CLASS CYLINDRICAL",EA, 143.81 , 1 ,
PTB-Pet,Bearings,Cowelton,FAG,6310.2RSR.C3,6310.2RSR.C3      BRG POPULAR 200&300 SER B.BRG,EA, 46.58 , 2 ,
PTB-Pet,Bearings,Cowelton,FAG,6308.2RSR.C3,6308.2RSR.C3      BRG POPULAR 200&300 SER B.BRG,EA, 37.09 , 2 ,
PTB-Pet,Bearings,Cowelton,FAG,6006.2RSR.C3,6006.2RSR.C3  BRG POPULAR 200&300 SER B.BRG,EA, 21.00 , 2 ,
PTB-Pet,Bearings,Cowelton,FAG,6003.2RSR.C3,6003.2RSR.C3 BRG POPULAR 200&300 SER B.BRG,EA, 12.21 , 2 ,
PTB-Pet,Bearings,Cowelton,GARLOCK BEARINGS,MB 2020 DU,MB 2020 DU  BUSHING MISC SLEEVE BRGS,EA, 1.00 , 234 ,
PTB-Pet,Bearings,Cowelton,GARLOCK BEARINGS,MB 1208 DU,MB 1208 DU  BUSHING MISC SLEEVE BRGS,EA, 1.15 , 87 ,
PTB-Pet,Bearings,Cowelton,GARLOCK BEARINGS,MB 2030 DU,MB 2030 DU  BUSHING MISC SLEEVE BRGS,EA, 1.47 , 31 ,
PTB-Pet,Bearings,Cowelton,GENBEARCO,21462-88,21462-88 BRG COMMERCIAL UNGROUND BRGS,EA, 2.66 , 25 ,
PTB-Pet,Bearings,Cowelton,GENBEARCO,22610-77,22610-77 BRG COMMERCIAL UNGROUND BRGS,EA, 4.21 , 15 ,
PTB-Pet,Bearings,Cowelton,HEIM,HFX 10 G,HFX 10 G ROD END ROD ENDS,EA, 39.80 , 132 ,
PTB-Pet,Bearings,Cowelton,HEIM,SFE 645,SFE 645  ROD END ROD ENDS,EA, 55.83 , 12 ,
PTB-Pet,Bearings,Cowelton,HEIM,SMG25,SMG25  ROD END ROD ENDS,EA, 114.39 , 3 ,
PTB-Pet,Bearings,Cowelton,HEIM,SMLE 1245,SMLE 1245  ROD END ROD ENDS,EA, 96.44 , 3 ,
PTB-Pet,Bearings,Cowelton,HEIM,SFE 1445,SFE 1445  ROD END ROD ENDS,EA, 104.37 , 2 ,
PTB-Pet,Bearings,Cowelton,HEIM,SME 645,SME 645  ROD END ROD ENDS,EA, 66.68 , 2 ,
PTB-Pet,Bearings,Cowelton,HEIM,SFLE 1445,SFLE 1445  ROD END ROD ENDS,EA, 122.50 , 1 ,
PTB-Pet,Bearings,Cowelton,HEIM,SFE 1645,SFE 1645  ROD END ROD ENDS,EA, 119.90 , 1 ,
PTB-Pet,Bearings,Cowelton,HEIM,SFLE 1245,SFLE 1245  ROD END ROD ENDS,EA, 73.89 , 1 ,
PTB-Pet,Bearings,Cowelton,HEIM,SME 845,SME 845  ROD END ROD ENDS,EA, 65.57 , 1 ,
PTB,Bearings,Cowelton,IGUS BEARINGS,LFI030404,IGUS #LFI030404,EA, 1.10 , 73 ,
PTB,Bearings,Cowelton,INA-INTERNATIONAL,VLU 200544,MISC.& SPECIAL BRGS,EA," 2,586.23 ", 4 ,
PTB,Bearings,Cowelton,INA-INTERNATIONAL,VLU200744,MISC.& SPECIAL BRGS,EA," 2,552.55 ", 1 ,
PTB,Bearings,Cowelton,INA-INTERNATIONAL,KN50100-PP,RAIL PRODUCTS-BEARINGS,EA, 126.32 , 13 ,
PTB-Pet,Bearings,Cowelton,INA-INTERNATIONAL,6202 2RS C3,6202 2RS C3  BRG POPULAR 200&300 SER B.BRG,EA, 3.25 , 459 ,
PTB-Pet,Bearings,Cowelton,INA-INTERNATIONAL,6001 2RS C3,6001 2RS C3  BRG POPULAR 200&300 SER B.BRG,EA, 4.83 , 294 ,
PTB,Bearings,Cowelton,INA-INTERNATIONAL,KWVE35-V1-RRF-FA551,KWVE35-V1-RRF-FA551,EA, 192.20 , 7 ,
PTB,Bearings,Cowelton,INA-INTERNATIONAL,SL183022,SL183022,EA, 621.31 , 2 ,
PTB-Pet,Bearings,Cowelton,INA-INTERNATIONAL,ZKLN10342RS,ZKLN10342RS  BRG SRDG BALL BRGS,EA, 447.96 , 2 ,
PTB,Bearings,Cowelton,INA-INTERNATIONAL,ZKLF30802RS,SRDG BALL BRGS,EA, 655.30 , 1 ,
PTB,Bearings,Cowelton,INA-INTERNATIONAL,SL18-2215 C3,OTHER CYLINDRICAL R.B.,EA, 303.51 , 2 ,
PTB,Bearings,Cowelton,INA-INTERNATIONAL,ZKLF2068-2RS,SRDG BALL BRGS,EA, 605.07 , 1 ,
PTB-Pet,Bearings,Cowelton,INA-INTERNATIONAL,KH 0622 PP,KH 0622 PP  LINEAR BALL BRG RAIL PRODUCTS-BEARINGS,EA, 12.85 , 39 ,
PTB,Bearings,Cowelton,INA-INTERNATIONAL,KR40PPA W/ M18X1.5 NUT,KR40PPA W/ M18X1.5 NUT,EA, 101.68 , 4 ,
PTB,Bearings,Cowelton,INA-INTERNATIONAL,KH 1630 PP,RAIL PRODUCTS-BEARINGS,EA, 18.11 , 21 ,
PTB,Bearings,Cowelton,INA-INTERNATIONAL,KN2045-PP,RAIL PRODUCTS-BEARINGS,EA, 35.66 , 10 ,
PTB-Pet,Bearings,Cowelton,INA-INTERNATIONAL,PME 45,PME 45  FLG OTHER BALL BRG.MTD.UNITS,EA, 121.61 , 2 ,
PTB-Pet,Bearings,Cowelton,INA-INTERNATIONAL,NUKR 35,NUKR 35  CAM FOLLOWER CAM & YOKE ROLLERS,EA, 43.08 , 5 ,
PTB-Pet,Bearings,Cowelton,INA-INTERNATIONAL,GLCTE 30,GLCTE 30 BRG SELF-ALIGNING BALL BRGS,EA, 66.28 , 3 ,
PTB,Bearings,Cowelton,INA-INTERNATIONAL,3002 2RS,DBL.ROW BALL BRGS,EA, 24.41 , 5 ,
PTB-Pet,Bearings,Cowelton,INA-INTERNATIONAL,RNA 4905 2RS,RNA 4905 2RS NEEDLE BRG CAM & YOKE ROLLERS,EA, 22.13 , 5 ,
PTB-Pet,Bearings,Cowelton,INA-INTERNATIONAL,LR 5204 KDD,LR 5204 KDD  BRG CAM & YOKE ROLLERS,EA, 51.09 , 2 ,
PTB,Bearings,Cowelton,INA-INTERNATIONAL,K 12X16X13 TN UNIT CAGE,NEEDLE BEARINGS,EA, 2.59 , 36 ,
PTB-Pet,Bearings,Cowelton,INA-INTERNATIONAL,NKIB 5903,NKIB 5903 NEEDLE BRG NEEDLE BEARINGS,EA, 30.12 , 3 ,
PTB,Bearings,Cowelton,INA-INTERNATIONAL,GRAE 40 NPPB,BALL BRGS.INSERTS,EA, 36.64 , 2 ,
PTB,Bearings,Cowelton,INA-INTERNATIONAL,HK 2020-2RS,NEEDLE BEARINGS,EA, 6.58 , 11 ,
PTB-Pet,Bearings,Cowelton,INA-INTERNATIONAL,PAP 1210 P20  PERMAGLIDE,PAP 1210 P20  PERMAGLIDE BRG MISC SLEEVE BRGS,EA, 1.64 , 23 ,
PTB,Bearings,Cowelton,INA-INTERNATIONAL,IR 506025,NEEDLE BEARINGS,EA, 13.39 , 2 ,
PTB,Bearings,Cowelton,INA-INTERNATIONAL,KH 2030,RAIL PRODUCTS-BEARINGS,EA, 13.30 , 2 ,
PTB,Bearings,Cowelton,INA-INTERNATIONAL,GRAE 30 NPPB,BALL BRGS.INSERTS,EA, 21.57 , 1 ,
PTB,Bearings,Cowelton,INA-INTERNATIONAL,608 2RS C3,INSTRUMENT BRGS,EA, 3.24 , 6 ,
PTB,Bearings,Cowelton,KAYDON,JU075XP0,MISC.& SPECIAL BRGS,EA, 599.38 , 2 ,
PTB,Bearings,Cowelton,LINKBELT,FCB22448H PILOTED FLG,HI-VOL ROL.BRG.MTD.UNITS,EA, 421.72 , 8 ,
PTB,Bearings,Cowelton,LINKBELT,FCB22427H PILOTED FLG,HI-VOL ROL.BRG.MTD.UNITS,EA, 168.00 , 15 ,
PTB,Bearings,Cowelton,LINKBELT,PLB 6863 FR PIL BLK,OTHER ROL.BRG.MTD.UNITS,EA, 887.90 , 2 ,
PTB,Bearings,Cowelton,LINKBELT,CSEB22431HCYL CARTRIDGE,OTHER ROL.BRG.MTD.UNITS,EA, 196.17 , 6 ,
PTB-Pet,Bearings,Cowelton,LINKBELT,F3U232N,F3U232N   4 BOLT FLG HI-VOL BALL BRG.MTD.UNITS,EA, 103.65 , 8 ,
PTB,Bearings,Cowelton,LINKBELT,PB22439H PIL BLK,HI-VOL ROL.BRG.MTD.UNITS,EA, 213.93 , 2 ,
PTB,Bearings,Cowelton,LINKBELT,PB22447H PIL BLK,HI-VOL ROL.BRG.MTD.UNITS,EA, 308.35 , 1 ,
PTB,Bearings,Cowelton,MARLIN ROCKWELL CORP,103KSZZST H564,103KSZZST H564,EA, 66.64 , 10 ,
PTB-Pet,Bearings,Cowelton,MARTIN SPROCKET & GEAR CO,CHB2204U,CHB2204U  HANGER BRG SCREW CONV.& COMPONENTS,EA, 36.49 , 19 ,
PTB-Pet,Bearings,Cowelton,MARTIN SPROCKET & GEAR CO,CHB 2206-U UHMW,CHB 2206-U HANGER BRG UHMW SCREW CONV.& COMPONENTS,EA, 81.76 , 7 ,
PTB-Pet,Bearings,Cowelton,MARTIN SPROCKET & GEAR CO,CHB 2206 W,CHB 2206 W  HANGER BRG SCREW CONV.& COMPONENTS,EA, 40.78 , 5 ,
PTB-Pet,Bearings,Cowelton,MARTIN SPROCKET & GEAR CO,CHB 2207 N,CHB 2207 N HANGER BRG SCREW CONV.& COMPONENTS,EA, 112.77 , 1 ,
PTB-Pet,Bearings,Cowelton,MARTIN SPROCKET & GEAR CO,CHB 2204 W,CHB 2204 W  HANGER BRG SCREW CONV.& COMPONENTS,EA, 22.70 , 3 ,
PTB,Bearings,Cowelton,MB MFG,ER 16K,BALL BRGS.INSERTS,EA, 25.41 , 20 ,
PTB,Bearings,Cowelton,MCGILL BEARINGS,CF-2924,CAM & YOKE ROLLERS,EA, 77.02 , 27 ,
PTB,Bearings,Cowelton,MCGILL BEARINGS,SB 22311 SS W33,SPHERE-ROL,EA, 188.00 , 2 ,
PTB,Bearings,Cowelton,MCGILL BEARINGS,CFH1/2 SB,CAM & YOKE ROLLERS,EA, 10.90 , 9 ,
PTB,Bearings,Cowelton,MCGILL BEARINGS,"CYR 1"" S",CAM & YOKE ROLLERS,EA, 9.54 , 6 ,
PTB,Bearings,Cowelton,MRC,205SZZST-W64F,POPULAR 200&300 SER B.BRG,EA, 77.05 , 134 ,
PTB,Bearings,Cowelton,MRC,5208 MFF (OLD 5208 KFF),DBL.ROW BALL BRGS,EA, 62.92 , 90 ,
PTB,Bearings,Cowelton,MRC,5306 CZZ,DBL.ROW BALL BRGS,EA, 57.44 , 17 ,
PTB,Bearings,Cowelton,MRC,102 KSZZST,SRDG BALL BRGS,EA, 33.41 , 17 ,
PTB,Bearings,Cowelton,MRC,5214 MZZ,DBL.ROW BALL BRGS,EA, 171.50 , 3 ,
PTB,Bearings,Cowelton,MRC,106 KSZZ,POPULAR 200&300 SER B.BRG,EA, 17.03 , 15 ,
PTB,Bearings,Cowelton,NB CORP,SMF12 GWUU,RAIL PRODUCTS-BEARINGS,EA, 49.53 , 18 ,
PTB,Bearings,Cowelton,NICE,1623 DSTN,COMMERCIAL UNGROUND BRGS,EA, 6.01 , 96 ,
PTB,Bearings,Cowelton,NICE,1616 DSTN,COMMERCIAL UNGROUND BRGS,EA, 4.75 , 107 ,
PTB,Bearings,Cowelton,NICE,1628 DSTN,COMMERCIAL UNGROUND BRGS,EA, 7.20 , 32 ,
PTB-Pet,Bearings,Cowelton,NICE,3016 DCTN,3016 DCTN BRG COMMERCIAL UNGROUND BRGS,EA, 3.62 , 22 ,
PTB-Pet,Bearings,Cowelton,NICE,1641 DSTN,1641 DSTN BRG COMMERCIAL UNGROUND BRGS,EA, 8.43 , 8 ,
PTB-Pet,Bearings,Cowelton,NSK CORP,608 VV C3(608VV1MC5E),608 VV C3  BRG (608VV1MC5E) INSTRUMENT BRGS,EA, 5.71 , 270 ,
PTB,Bearings,Cowelton,NSK CORP,6304 DDU C3,SRDG BALL BRGS,EA, 11.91 , 106 ,
PTB,Bearings,Cowelton,NSK CORP,NU 1032 M,"N,NU,NJ CLASS CYLINDRICAL",EA," 1,177.44 ", 1 ,
PTB,Bearings,Cowelton,NSK CORP,6801VV,SRDG BALL BRGS,EA, 39.75 , 27 ,
PTB,Bearings,Cowelton,NSK CORP,6224 ZZ,SRDG BALL BRGS,EA, 237.24 , 4 ,
PTB,Bearings,Cowelton,NSK CORP,6205 DDU WITH POLY OIL,6205 DDU WITH POLY OIL,EA, 58.25 , 13 ,
PTB,Bearings,Cowelton,NSK CORP,6821VV,SRDG BALL BRGS,EA, 295.38 , 2 ,
PTB,Bearings,Cowelton,NSK CORP,NU 215 M,"N,NU,NJ CLASS CYLINDRICAL",EA, 154.61 , 3 ,
PTB,Bearings,Cowelton,NSK CORP,6901ZZ (6901ZZ2CE),POPULAR 200&300 SER B.BRG,EA, 25.36 , 15 ,
PTB-Pet,Bearings,Cowelton,NSK CORP,606 ZZ,606 ZZ  BRG SRDG BALL BRGS,EA, 7.15 , 45 ,
PTB-Pet,Bearings,Cowelton,NSK CORP,6203-08ZZ,6203-08ZZ    BRG SRDG BALL BRGS,EA, 8.74 , 29 ,
PTB-Pet,Bearings,Cowelton,NSK CORP,6213 ZZ,6213 ZZ BRG POPULAR 200&300 SER B.BRG,EA, 56.71 , 3 ,
PTB-Pet,Bearings,Cowelton,NSK CORP,22210 EA E4 C3,22210 EA E4 C3  BRG ST.SM.SPHER.THRU SIZE 48,EA, 79.84 , 1 ,
PTB-Pet,Bearings,Cowelton,NSK CORP,R 12 VV,R 12 VV   BRG INSTRUMENT BRGS,EA, 15.50 , 5 ,
PTB-Pet,Bearings,Cowelton,NTN BEARING COMPANY,6310 LLU C3 5K,6310 LLU C3 5K  BRG POPULAR 200&300 SER B.BRG,EA, 43.74 , 4 ,
PTB,Bearings,Cowelton,NYLINERS,8L2-FF FLG NYLINED,RAIL PRODUCTS-BEARINGS,EA, 0.54 , 49 ,
PTB,Bearings,Cowelton,OSB LOAD RUNNER,VLRY 4-1/2IDLER ROLLER,CAM & YOKE ROLLERS,EA, 123.55 , 3 ,
PTB-Pet,Bearings,Cowelton,PACIFIC BRG,PN20,PN20      PIL BLK RAIL PRODUCTS-BEARINGS,EA, 71.40 , 15 ,
PTB-Pet,Bearings,Cowelton,PACIFIC BRG,PN20C,PN20C  PIL BLK RAIL PRODUCTS-BEARINGS,EA, 78.89 , 12 ,
PTB-Pet,Bearings,Cowelton,PACIFIC BRG,FM10,FM10          LINEAR BRG RAIL PRODUCTS-BEARINGS,EA, 11.02 , 25 ,
PTB-Pet,Bearings,Cowelton,PACIFIC BRG,PN12C,PN12C     LINEAR BRG RAIL PRODUCTS-BEARINGS,EA, 41.35 , 5 ,
PTB-Pet,Bearings,Cowelton,PACIFIC BRG,FM30,FM30          LINEAR BRG RAIL PRODUCTS-BEARINGS,EA, 42.18 , 4 ,
PTB-Pet,Bearings,Cowelton,PACIFIC BRG,PN16C,PN16C         LINEAR BRG RAIL PRODUCTS-BEARINGS,EA, 55.78 , 3 ,
PTB-Pet,Bearings,Cowelton,PACIFIC BRG,FM16,FM16          LINEAR BRG RAIL PRODUCTS-BEARINGS,EA, 14.76 , 10 ,
PTB-Pet,Bearings,Cowelton,PACIFIC BRG,PN12,PN12      PIL BLK RAIL PRODUCTS-BEARINGS,EA, 33.15 , 4 ,
PTB-Pet,Bearings,Cowelton,PACIFIC BRG,FMT16,FMT16         LINEAR BRG RAIL PRODUCTS-BEARINGS,EA, 14.74 , 6 ,
PTB,Bearings,Cowelton,RBC,DSP 8 FS428(BACB10CA8) ACFT,MISC.& SPECIAL BRGS,EA, 99.31 , 25 ,
PTB,Bearings,Cowelton,RBC,S 24 LW SOC HD CAM FOLL,CAM & YOKE ROLLERS,EA, 9.47 , 156 ,
PTB,Bearings,Cowelton,RBC,CS 32-LW CROWN CAM FOLL,CAM & YOKE ROLLERS,EA, 13.48 , 43 ,
PTB,Bearings,Cowelton,RBC,S 48 LED CAM FOLL,CAM & YOKE ROLLERS,EA, 12.82 , 35 ,
PTB,Bearings,Cowelton,REXNORD INC,ZMC 2115 CYL CART(ZMC6-2115),ZMC 2115 CYL CART(ZMC6-2115),EA, 241.75 , 5 ,
PTB-Pet,Bearings,Cowelton,REXNORD INC,ZA 2207 (ZA 207),ZA 2207 PIL BLK (ZA 207) HI-VOL ROL.BRG.MTD.UNITS,EA, 237.63 , 3 ,
PTB-Pet,Bearings,Cowelton,REXNORD INC,ZA 2315 (ZA 315),ZA 2315 PIL BLK (ZA 315) HI-VOL ROL.BRG.MTD.UNITS,EA, 695.34 , 1 ,
PTB-Pet,Bearings,Cowelton,ROLLER BRGCO OF AMERICA,DPP 5 FS428  (BACB10CB5) ACFT,DPP 5 FS428  (BACB10CB5) ACFT BRG MISC.& SPECIAL BRGS,EA, 57.69 , 5 ,
PTB,Bearings,Cowelton,SEALMASTER DIVISION,AR 2-211-2C,AR 2-211-2C BEARING,EA, 324.23 , 6 ,
PTB,Bearings,Cowelton,SEALMASTER DIVISION,MFC 48 PILOTED FLG,OTHER BALL BRG.MTD.UNITS,EA, 372.14 , 5 ,
PTB,Bearings,Cowelton,SEALMASTER DIVISION,MSC 48 CYL CARTRIDGE,OTHER BALL BRG.MTD.UNITS,EA, 410.88 , 4 ,
PTB,Bearings,Cowelton,SEALMASTER DIVISION,RPB 115-2 PIL BLK,HI-VOL ROL.BRG.MTD.UNITS,EA, 222.57 , 7 ,
PTB-Pet,Bearings,Cowelton,SEALMASTER DIVISION,5206,5206 BRG BALL BRGS.INSERTS,EA, 55.19 , 23 ,
PTB,Bearings,Cowelton,SEALMASTER DIVISION,NP 19 T PIL BLK,OTHER BALL BRG.MTD.UNITS,EA, 72.70 , 15 ,
PTB,Bearings,Cowelton,SEALMASTER DIVISION,MFP 47 PIL BLK,OTHER BALL BRG.MTD.UNITS,EA, 296.80 , 3 ,
PTB-Pet,Bearings,Cowelton,SEALMASTER DIVISION,SFT 23C-CR,SFT 23C-CR                      FLG OTHER BALL BRG.MTD.UNITS,EA, 57.76 , 15 ,
PTB-Pet,Bearings,Cowelton,SEALMASTER DIVISION,MFC 40,MFC 40 PILOTED FLG OTHER BALL BRG.MTD.UNITS,EA, 271.92 , 3 ,
PTB-Pet,Bearings,Cowelton,SEALMASTER DIVISION,MPD 39,MPD 39 PIL BLK OTHER BALL BRG.MTD.UNITS,EA, 262.34 , 3 ,
PTB-Pet,Bearings,Cowelton,SEALMASTER DIVISION,TB 28 T,TB 28 T PIL BLK OTHER BALL BRG.MTD.UNITS,EA, 134.16 , 5 ,
PTB-Pet,Bearings,Cowelton,SEALMASTER DIVISION,SFT 16 T,SFT 16 T 2 BOLT FLG OTHER BALL BRG.MTD.UNITS,EA, 60.91 , 11 ,
PTB-Pet,Bearings,Cowelton,SEALMASTER DIVISION,SF 10,SF 10 4 BOLT FLG OTHER BALL BRG.MTD.UNITS,EA, 32.50 , 19 ,
PTB-Pet,Bearings,Cowelton,SEALMASTER DIVISION,FB 16,FB 16 3-BOLT FLG BRKT HI-VOL BALL BRG.MTD.UNITS,EA, 73.83 , 7 ,
PTB-Pet,Bearings,Cowelton,SEALMASTER DIVISION,2-1,2-1 BRG BALL BRGS.INSERTS,EA, 30.86 , 14 ,
PTB-Pet,Bearings,Cowelton,SEALMASTER DIVISION,AR 10 N,AR 10 N ROD END ROD ENDS,EA, 30.45 , 14 ,
PTB-Pet,Bearings,Cowelton,SEALMASTER DIVISION,NP 18 T,NP 18 T PIL BLK OTHER BALL BRG.MTD.UNITS,EA, 69.08 , 6 ,
PTB-Pet,Bearings,Cowelton,SEALMASTER DIVISION,NP 31,NP 31 PIL BLK HI-VOL BALL BRG.MTD.UNITS,EA, 80.93 , 5 ,
PTB,Bearings,Cowelton,SEALMASTER DIVISION,NPL 36 PIL BLK(OLD#S 536 M),OTHER BALL BRG.MTD.UNITS,EA, 200.07 , 2 ,
PTB-Pet,Bearings,Cowelton,SEALMASTER DIVISION,SFT 16C-CR,SFT 16C-CR   FLG OTHER BALL BRG.MTD.UNITS,EA, 54.39 , 6 ,
PTB-Pet,Bearings,Cowelton,SEALMASTER DIVISION,MPD 31,MPD 31 PIL BLK OTHER BALL BRG.MTD.UNITS,EA, 162.75 , 2 ,
PTB-Pet,Bearings,Cowelton,SEALMASTER DIVISION,AR 8 N,AR 8 N ROD END ROD ENDS,EA, 23.23 , 14 ,
PTB-Pet,Bearings,Cowelton,SEALMASTER DIVISION,ER 205,ER 205 BRG BALL BRGS.INSERTS,EA, 35.11 , 9 ,
PTB-Pet,Bearings,Cowelton,SEALMASTER DIVISION,ER 16 TC,ER 16 TC BRG BALL BRGS.INSERTS,EA, 30.50 , 10 ,
PTB-Pet,Bearings,Cowelton,SEALMASTER DIVISION,SF 40 C,SF 40 C 4 BOLT FLG OTHER BALL BRG.MTD.UNITS,EA, 295.47 , 1 ,
PTB-Pet,Bearings,Cowelton,SEALMASTER DIVISION,ST 40,ST 40 TAKEUP BRG OTHER BALL BRG.MTD.UNITS,EA, 287.99 , 1 ,
PTB-Pet,Bearings,Cowelton,SEALMASTER DIVISION,2-13,2-13  BRG BALL BRGS.INSERTS,EA, 39.74 , 7 ,
PTB-Pet,Bearings,Cowelton,SEALMASTER DIVISION,FB 32 RC,FB 32 RC  3-BOLT FLG BRKT OTHER BALL BRG.MTD.UNITS,EA, 133.63 , 2 ,
PTB-Pet,Bearings,Cowelton,SEALMASTER DIVISION,SF 40,SF 40 4 BOLT FLG OTHER BALL BRG.MTD.UNITS,EA, 251.30 , 1 ,
PTB-Pet,Bearings,Cowelton,SEALMASTER DIVISION,RPB 208-2,RPB 208-2 PIL BLK HI-VOL ROL.BRG.MTD.UNITS,EA, 246.33 , 1 ,
PTB-Pet,Bearings,Cowelton,SEALMASTER DIVISION,NP 19 TC,NP 19 TC PIL BLK OTHER BALL BRG.MTD.UNITS,EA, 60.62 , 4 ,
PTB-Pet,Bearings,Cowelton,SEALMASTER DIVISION,SFT 23 C,SFT 23 C 2 BOLT FLG OTHER BALL BRG.MTD.UNITS,EA, 60.05 , 4 ,
PTB-Pet,Bearings,Cowelton,SEALMASTER DIVISION,ST 28,ST 28 TAKEUP BRG OTHER BALL BRG.MTD.UNITS,EA, 119.52 , 2 ,
PTB-Pet,Bearings,Cowelton,SEALMASTER DIVISION,RPB 112-2,RPB 112-2 PIL BLK HI-VOL ROL.BRG.MTD.UNITS,EA, 223.61 , 1 ,
PTB-Pet,Bearings,Cowelton,SEALMASTER DIVISION,NP 206 C,NP 206 C PIL BLK OTHER BALL BRG.MTD.UNITS,EA, 70.79 , 3 ,
PTB-Pet,Bearings,Cowelton,SEALMASTER DIVISION,TB20C-CR TAPPED BASE,TB20C-CR TAPPED BASE PIL BLK OTHER BALL BRG.MTD.UNITS,EA, 100.88 , 2 ,
PTB-Pet,Bearings,Cowelton,SEALMASTER DIVISION,NP-23C-CR,NP-23C-CR                       PIL BL OTHER BALL BRG.MTD.UNITS,EA, 64.71 , 3 ,
PTB-Pet,Bearings,Cowelton,SEALMASTER DIVISION,NP 20,NP 20 PIL BLK HI-VOL BALL BRG.MTD.UNITS,EA, 47.16 , 4 ,
PTB-Pet,Bearings,Cowelton,SEALMASTER DIVISION,MSF 307,MSF 307 4 BOLT FLG OTHER BALL BRG.MTD.UNITS,EA, 93.82 , 2 ,
PTB-Pet,Bearings,Cowelton,SEALMASTER DIVISION,SF 16 C,SF 16 C 4 BOLT FLG OTHER BALL BRG.MTD.UNITS,EA, 42.90 , 4 ,
PTB-Pet,Bearings,Cowelton,SEALMASTER DIVISION,NP 16,NP 16 PIL BLK HI-VOL BALL BRG.MTD.UNITS,EA, 42.39 , 4 ,
